Offset,Length,Encoding,Context,Text
$0b3a1e,4,ascii,Bank $16 at $ba1e,"L8:"""
$0b3a27,4,ascii,Bank $16 at $ba27,"L1:"""
$0b3a2e,4,ascii,Bank $16 at $ba2e,"L5:"""
$0b3a32,5,dq3_jp,Bank $16 at $ba32,[CTRL][$d8][$cc]LL
$0b3a35,4,ascii,Bank $16 at $ba35,"LL:"""
$0b3a3e,4,ascii,Bank $16 at $ba3e,"LH:"""
$0b3a45,5,ascii,Bank $16 at $ba45,"LL:""x"
$0b3b12,4,ascii,Bank $16 at $bb12,"L/;"""
$0b3b1b,4,ascii,Bank $16 at $bb1b,"L%;"""
$0b3b22,4,ascii,Bank $16 at $bb22,"L/;"""
$0b3b41,4,ascii,Bank $16 at $bb41,"LV;"""
$0b3b5f,4,ascii,Bank $16 at $bb5f,"Li;"""
$0b3b72,5,ascii,Bank $16 at $bb72,"L|;""v"
$0b3c73,3,dq3_jp,Bank $16 at $bc73,[CTRL][$d3][$cc]
$0b3ca7,4,ascii,Bank $16 at $bca7,"<""dz"
$0b3cf5,4,ascii,Bank $16 at $bcf5,"L@="""
$0b3d38,5,ascii,Bank $16 at $bd38,L5L@=
$0b3d4d,4,ascii,Bank $16 at $bd4d,"Lt="""
$0b3d56,6,ascii,Bank $16 at $bd56,"Ln=""dz"
$0b3dd5,4,ascii,Bank $16 at $bdd5,=LO>
$0b3e1c,4,ascii,Bank $16 at $be1c,",4""b"
$0b3e56,4,ascii,Bank $16 at $be56,"L}>"""
$0b3e5f,6,ascii,Bank $16 at $be5f,"Lw>""dz"
$0b3e87,4,ascii,Bank $16 at $be87,">""dz"
$0b3ecf,4,ascii,Bank $16 at $becf,"k""N9"
$0b405e,4,dq3_jp,Bank $16 at $c05e,[CTRL]@[$ad]L
$0b4074,4,ascii,Bank $16 at $c074,"L~@"""
$0b4100,4,dq3_jp,Bank $16 at $c100,[CTRL][$d3][$cc]L
$0b4115,4,dq3_jp,Bank $16 at $c115,[CTRL][$96][$a2][$d1]
$0b412c,4,dq3_jp,Bank $16 at $c12c,[CTRL][$96][$a2][$a5]
$0b424e,4,ascii,Bank $16 at $c24e,"LUB"""
$0b437d,3,dq3_jp,Bank $16 at $c37d,[CTRL][$d3][$cc]
$0b43b2,3,dq3_jp,Bank $16 at $c3b2,[CTRL][$d7][$cc]
$0b454a,6,dq3_jp,Bank $16 at $c54a,[CTRL][$d3][$cc]k[$ad]L
$0b45e6,3,dq3_jp,Bank $16 at $c5e6,[CTRL][$d3][$cc]
$0b4603,4,ascii,Bank $16 at $c603,L5)@
$0b460c,4,ascii,Bank $16 at $c60c,FL$f
$0b4642,4,ascii,Bank $16 at $c642,"LLF"""
$0b4649,4,ascii,Bank $16 at $c649,"L:F"""
$0b4701,4,ascii,Bank $16 at $c701,GLFG
$0b4724,5,ascii,Bank $16 at $c724,"LCG""."
$0b473f,11,ascii,Bank $16 at $c73f,GLFGLLGLLGL
$0b483f,3,dq3_jp,Bank $16 at $c83f,[CTRL][$d3][$cc]
$0b4846,4,ascii,Bank $16 at $c846,LBHk
$0b4883,6,ascii,Bank $16 at $c883,)6LrHk
$0b4893,4,dq3_jp,Bank $16 at $c893,[CTRL][$96][$a2][$a3]
$0b48f4,6,dq3_jp,Bank $16 at $c8f4,[CTRL][$d3][$cc]k[$ad]E
$0b4930,3,dq3_jp,Bank $16 at $c930,[CTRL][$af][$cd]
$0b4944,4,ascii,Bank $16 at $c944,"LKI"""
$0b49e9,4,ascii,Bank $16 at $c9e9,"J""dz"
$0b49fc,4,ascii,Bank $16 at $c9fc,"J""LI"
$0b4a18,6,ascii,Bank $16 at $ca18,"LFJ""dz"
$0b4a21,4,ascii,Bank $16 at $ca21,"L8J"""
$0b4a34,5,ascii,Bank $16 at $ca34,"6LCJ"""
$0b4a43,4,ascii,Bank $16 at $ca43,"LJJ"""
$0b4a7e,7,dq3_jp,Bank $16 at $ca7e,[CTRL]JLcK[$ad]E
$0b4a7f,4,ascii,Bank $16 at $ca7f,JLcK
$0b4b46,4,dq3_jp,Bank $16 at $cb46,[CTRL][$af][$cd][$a9]
$0b4c42,4,ascii,Bank $16 at $cc42,"LLL"""
$0b4c49,4,ascii,Bank $16 at $cc49,"LPL"""
$0b4cd0,4,ascii,Bank $16 at $ccd0,B5)@
$0b4d19,6,ascii,Bank $16 at $cd19,)6kL/N
$0b4ebc,4,ascii,Bank $16 at $cebc,B5)@
$0b4ed0,4,ascii,Bank $16 at $ced0,"N""LO"
$0b4edb,4,ascii,Bank $16 at $cedb,"LKO"""
$0b4ee0,3,dq3_jp,Bank $16 at $cee0,[CTRL][$cc][$b0]
$0b4ef0,5,ascii,Bank $16 at $cef0,"L0O""~"
$0b4f2a,4,dq3_jp,Bank $16 at $cf2a,[CTRL][$d3][$cc]L
$0b4f8b,4,ascii,Bank $16 at $cf8b,"LeO"""
$0b4fbd,6,dq3_jp,Bank $16 at $cfbd,[CTRL][$d3][$cc]k[$ad]E
$0b5024,5,ascii,Bank $16 at $d024,"L.P""@"
$0b503a,5,ascii,Bank $16 at $d03a,"LDP""8"
$0b507b,4,ascii,Bank $16 at $d07b,LQPk
$0b511c,4,ascii,Bank $16 at $d11c,V5)@
$0b5138,5,ascii,Bank $16 at $d138,"LBQ""n"
$0b5205,4,dq3_jp,Bank $16 at $d205,[CTRL][$d3][$cc][$a9]
$0b5242,5,ascii,Bank $16 at $d242,"LPR""v"
$0b5265,6,ascii,Bank $16 at $d265,LkRLyR
$0b5276,5,ascii,Bank $16 at $d276,"L:R""c"
$0b5305,4,ascii,Bank $16 at $d305,"R""6T"
$0b5333,4,ascii,Bank $16 at $d333,"M5""\"
$0b535b,4,ascii,Bank $16 at $d35b,D5) 
$0b5414,4,ascii,Bank $16 at $d414,D5) 
$0b5441,4,ascii,Bank $16 at $d441,"LKT"""
$0b5453,6,ascii,Bank $16 at $d453,"L]T""bT"
$0b545a,4,ascii,Bank $16 at $d45a,"LaT"""
$0b54ba,4,ascii,Bank $16 at $d4ba,D5) 
$0b5524,6,ascii,Bank $16 at $d524,"L.U""3U"
$0b552b,4,ascii,Bank $16 at $d52b,"L2U"""
$0b5557,4,ascii,Bank $16 at $d557,D5) 
$0b55d5,4,ascii,Bank $16 at $d5d5,M5) 
$0b55f6,4,ascii,Bank $16 at $d5f6,M5) 
$0b563e,4,ascii,Bank $16 at $d63e,D5) 
$0b5687,4,ascii,Bank $16 at $d687,D5) 
$0b5733,4,ascii,Bank $16 at $d733,D5) 
$0b579d,4,ascii,Bank $16 at $d79d,M5) 
$0b57fc,4,ascii,Bank $16 at $d7fc,"X""/R"
$0b581a,4,dq3_jp,Bank $16 at $d81a,[CTRL][$d8][$cc][$a2]
$0b5849,4,dq3_jp,Bank $16 at $d849,[CTRL][$ac][$cd][$b0]
$0b5858,4,dq3_jp,Bank $16 at $d858,[CTRL][$ac][$cd][$b0]
$0b585d,5,ascii,Bank $16 at $d85d,"LmX""D"
$0b586a,5,ascii,Bank $16 at $d86a,"LwX""D"
$0b5999,4,dq3_jp,Bank $16 at $d999,[CTRL][$d3][$cc][$ad]
$0b59f0,4,ascii,Bank $16 at $d9f0,"Z""Sz"
$0b5a06,4,ascii,Bank $16 at $da06,M5)@
$0b5a16,4,ascii,Bank $16 at $da16,"Z""TZ"
$0b5af6,4,ascii,Bank $16 at $daf6,"Le["""
$0b5aff,4,ascii,Bank $16 at $daff,"L[["""
$0b5b31,4,ascii,Bank $16 at $db31,N5) 
$0b5b42,5,ascii,Bank $16 at $db42,"LX[""~"
$0b5b55,6,dq3_jp,Bank $16 at $db55,[CTRL][$d3][$cc]Lb[
$0b5b66,4,ascii,Bank $16 at $db66,D5) 
$0b5c83,4,ascii,Bank $16 at $dc83,"k""G^"
$0b5ccf,4,ascii,Bank $16 at $dccf,N5) 
$0b5df0,4,dq3_jp,Bank $16 at $ddf0,[CTRL][$d8][$cc][$a9]
$0b5e5b,4,ascii,Bank $16 at $de5b,"Le^"""
$0b5e9c,4,ascii,Bank $16 at $de9c,D5) 
$0b5ee5,4,ascii,Bank $16 at $dee5,D5) 
$0b5f0d,4,ascii,Bank $16 at $df0d,D5) 
$0b5f29,5,ascii,Bank $16 at $df29,"L3_""p"
$0b5f50,5,ascii,Bank $16 at $df50,"LZ_""p"
$0b5f79,4,ascii,Bank $16 at $df79,<5) 
$0b5ff9,4,ascii,Bank $16 at $dff9,D5) 
$0b6039,4,ascii,Bank $16 at $e039,D5) 
$0b607a,4,ascii,Bank $16 at $e07a,D5) 
$0b6128,4,ascii,Bank $16 at $e128,"L2a"""
$0b6133,4,ascii,Bank $16 at $e133,D5) 
$0b613a,4,ascii,Bank $16 at $e13a,"LDa"""
$0b6152,4,ascii,Bank $16 at $e152,"Lga"""
$0b6169,4,ascii,Bank $16 at $e169,D5) 
$0b61d8,4,ascii,Bank $16 at $e1d8,D5) 
$0b622b,4,ascii,Bank $16 at $e22b,"L5b"""
$0b624d,4,ascii,Bank $16 at $e24d,D5) 
$0b62ad,4,ascii,Bank $16 at $e2ad,D5) 
$0b62f5,4,ascii,Bank $16 at $e2f5,D5) 
$0b6343,4,ascii,Bank $16 at $e343,D5) 
$0b637f,4,ascii,Bank $16 at $e37f,D5) 
$0b63bb,4,ascii,Bank $16 at $e3bb,D5) 
$0b6425,5,ascii,Bank $16 at $e425,"LId""v"
$0b6465,5,ascii,Bank $16 at $e465,"Lld""W"
$0b6531,5,ascii,Bank $16 at $e531,"(4""0w"
$0b654c,5,ascii,Bank $16 at $e54c,"(4""0w"
$0b6567,5,ascii,Bank $16 at $e567,"(4""0w"
$0b6582,5,ascii,Bank $16 at $e582,"(4""0w"
$0b659d,5,ascii,Bank $16 at $e59d,"(4""0w"
$0b65b8,5,ascii,Bank $16 at $e5b8,"(4""0w"
$0b65cf,4,dq3_jp,Bank $16 at $e5cf,[CTRL][$c6][$cd][$a9]
$0b6608,3,dq3_jp,Bank $16 at $e608,[CTRL]N[$8d]
$0b6849,4,dq3_jp,Bank $16 at $e849,[CTRL][$c6][$cd][$a9]
$0b686a,5,ascii,Bank $16 at $e86a,"L^h""s"
$0b692b,4,ascii,Bank $16 at $e92b,"L:i"""
$0b6937,4,ascii,Bank $16 at $e937,"L$i"""
$0b694a,4,ascii,Bank $16 at $e94a,"LYi"""
$0b6956,4,ascii,Bank $16 at $e956,"LCi"""
$0b696b,4,ascii,Bank $16 at $e96b,"Lui"""
$0b6991,3,dq3_jp,Bank $16 at $e991,[CTRL]N[$90]
$0b6a20,4,ascii,Bank $16 at $ea20,D5) 
$0b6a51,4,ascii,Bank $16 at $ea51,"L[j"""
$0b6a64,3,dq3_jp,Bank $16 at $ea64,[CTRL]j[$ad]
$0b6a6e,5,ascii,Bank $16 at $ea6e,"Lxj""s"
$0b6aa9,4,ascii,Bank $16 at $eaa9,"j""dz"
$0b6b20,4,ascii,Bank $16 at $eb20,"L*k"""
$0b6b3c,4,ascii,Bank $16 at $eb3c,"Lok"""
$0b6b4b,6,ascii,Bank $16 at $eb4b,"Lok""M~"
$0b6b54,4,ascii,Bank $16 at $eb54,"Llk"""
$0b6b7b,5,ascii,Bank $16 at $eb7b,"(4""B<"
$0b6b83,4,ascii,Bank $16 at $eb83,"k""pk"
$0b6b93,4,dq3_jp,Bank $16 at $eb93,[CTRL][$d7][$cc][$a9]
$0b6bb0,4,ascii,Bank $16 at $ebb0,"k""C>"
$0b6be0,4,ascii,Bank $16 at $ebe0,"k""C>"
$0b6c83,4,ascii,Bank $16 at $ec83,"LXl"""
$0b6c8a,5,ascii,Bank $16 at $ec8a,"hk""pk"
$0b6c9b,4,dq3_jp,Bank $16 at $ec9b,[CTRL][$d7][$cc][$a9]
$0b6cd0,4,dq3_jp,Bank $16 at $ecd0,[CTRL]k[$cb][$a9]
$0b6d09,4,ascii,Bank $16 at $ed09,"LIm"""
$0b6d12,4,ascii,Bank $16 at $ed12,"LIm"""
$0b6d46,5,ascii,Bank $16 at $ed46,"L(mk"""
$0b6d54,4,dq3_jp,Bank $16 at $ed54,[CTRL]k[$cb][$a9]
$0b6d7d,3,dq3_jp,Bank $16 at $ed7d,[CTRL]k[$cb]
$0b6df0,4,ascii,Bank $16 at $edf0,"LLn"""
$0b6df9,4,ascii,Bank $16 at $edf9,"LLn"""
$0b6e66,3,dq3_jp,Bank $16 at $ee66,[CTRL][$af][$cd]
$0b6ead,4,ascii,Bank $16 at $eead,D5) 
$0b6f44,4,ascii,Bank $16 at $ef44,LJoL
$0b6fd4,4,ascii,Bank $16 at $efd4,"oL,p"
$0b703f,4,ascii,Bank $16 at $f03f,D5) 
$0b7061,4,ascii,Bank $16 at $f061,N5)@
$0b707c,4,ascii,Bank $16 at $f07c,@5)@
$0b70e1,4,ascii,Bank $16 at $f0e1,"LUq"""
$0b70ea,5,ascii,Bank $16 at $f0ea,"LNq""~"
$0b7136,4,dq3_jp,Bank $16 at $f136,[CTRL][$d7][$cc][$a9]
$0b713d,5,ascii,Bank $16 at $f13d,",6""0Y"
$0b7148,6,dq3_jp,Bank $16 at $f148,[CTRL][$d3][$cc]LUq
$0b71ab,4,ascii,Bank $16 at $f1ab,D5) 
$0b7236,4,ascii,Bank $16 at $f236,"LNr"""
$0b7251,4,ascii,Bank $16 at $f251,"k""!_"
$0b7256,4,ascii,Bank $16 at $f256,"k""b_"
$0b7265,4,ascii,Bank $16 at $f265,"k""#`"
$0b7273,4,ascii,Bank $16 at $f273,"k""^`"
$0b731b,7,ascii,Bank $16 at $f31b,L!sL$sL
$0b7337,3,dq3_jp,Bank $16 at $f337,[CTRL][$d3][$cc]
$0b733e,5,ascii,Bank $16 at $f33e,"L:sk"""
$0b7353,4,ascii,Bank $16 at $f353,"Lts"""
$0b7362,6,ascii,Bank $16 at $f362,"Lqs"";t"
$0b736b,4,ascii,Bank $16 at $f36b,LqsL
$0b7370,4,ascii,Bank $16 at $f370,sLKs
$0b7386,5,ascii,Bank $16 at $f386,"Lzs""c"
$0b73ca,6,dq3_jp,Bank $16 at $f3ca,[CTRL][$d3][$cc]LKs
$0b73cd,4,ascii,Bank $16 at $f3cd,"LKs"""
$0b740d,4,ascii,Bank $16 at $f40d,"t"";t"
$0b7430,3,dq3_jp,Bank $16 at $f430,[CTRL][$d3][$cc]
$0b7437,4,ascii,Bank $16 at $f437,L3tk
$0b744a,7,ascii,Bank $16 at $f44a,LQt8L~t
$0b7460,7,ascii,Bank $16 at $f460,Lgt8L~t
$0b7476,7,ascii,Bank $16 at $f476,L}t8L~t
$0b74e3,4,ascii,Bank $16 at $f4e3,"t""dz"
$0b755f,6,ascii,Bank $16 at $f55f,"Lwu""dz"
$0b7583,4,ascii,Bank $16 at $f583,"u""dz"
$0b75a3,4,ascii,Bank $16 at $f5a3,"u""dz"
$0b75d6,4,ascii,Bank $16 at $f5d6,"u""dz"
$0b7601,4,ascii,Bank $16 at $f601,"v""dz"
$0b7625,6,ascii,Bank $16 at $f625,"L=v""dz"
$0b767e,4,ascii,Bank $16 at $f67e,"v""dz"
$0b76a9,4,ascii,Bank $16 at $f6a9,"v""dz"
$0b76e1,4,ascii,Bank $16 at $f6e1,"v""dz"
$0b7712,6,ascii,Bank $16 at $f712,"L*w""dz"
$0b7736,6,ascii,Bank $16 at $f736,"L\w""dz"
$0b7759,5,ascii,Bank $16 at $f759,"L`w""K"
$0b77a1,6,dq3_jp,Bank $16 at $f7a1,[CTRL][$d3][$cc]L[$ab]w
$0b77b6,6,ascii,Bank $16 at $f7b6,"LTy""dz"
$0b77c6,4,ascii,Bank $16 at $f7c6,"LQy"""
$0b7842,3,dq3_jp,Bank $16 at $f842,[CTRL][$d7][$cc]
$0b786c,4,dq3_jp,Bank $16 at $f86c,[CTRL]x[$a9][$f4]
$0b78e4,5,ascii,Bank $16 at $f8e4,",4""FT"
$0b7937,3,dq3_jp,Bank $16 at $f937,[CTRL][$d7][$cc]
$0b7951,4,ascii,Bank $16 at $f951,"LXy"""
$0b7965,4,ascii,Bank $16 at $f965,"z""dz"
$0b79b4,4,ascii,Bank $16 at $f9b4,*6) 
$0b7a09,4,dq3_jp,Bank $16 at $fa09,[CTRL][$d3][$cc]L
$0b7a20,4,ascii,Bank $16 at $fa20,O5)@
$0b7a27,7,ascii,Bank $16 at $fa27,L.z8L/z
$0b7a36,4,ascii,Bank $16 at $fa36,"LNz"""
$0b7a58,4,ascii,Bank $16 at $fa58,"z""dz"
$0b7ae7,4,ascii,Bank $16 at $fae7,J5) 
$0b7b05,6,ascii,Bank $16 at $fb05,"LE{""dz"
$0b7b15,4,ascii,Bank $16 at $fb15,J5) 
$0b7b2f,4,ascii,Bank $16 at $fb2f,J5) 
$0b7b51,6,ascii,Bank $16 at $fb51,"Lm{""dz"
$0b7b6a,5,ascii,Bank $16 at $fb6a,"Lq{""x"
$0b7b7c,4,ascii,Bank $16 at $fb7c,"{""dz"
$0b7ba0,4,ascii,Bank $16 at $fba0,"{""dz"
$0b7bd4,4,ascii,Bank $16 at $fbd4,"{""dz"
$0b7c08,4,ascii,Bank $16 at $fc08,"|""dz"
$0b7c2a,4,ascii,Bank $16 at $fc2a,"L1|"""
$0b7c3a,6,ascii,Bank $16 at $fc3a,"LR|""dz"
$0b7c5e,6,ascii,Bank $16 at $fc5e,"Lv|""dz"
$0b7c84,4,ascii,Bank $16 at $fc84,"|""dz"
$0b7cb1,4,ascii,Bank $16 at $fcb1,"|""dz"
$0b7cde,4,ascii,Bank $16 at $fcde,"|""dz"
$0b7cf7,4,ascii,Bank $16 at $fcf7,"k""dz"
$0b7d10,6,ascii,Bank $16 at $fd10,"L,}""dz"
$0b7d2b,4,ascii,Bank $16 at $fd2b,"}""dz"
$0b7d46,4,ascii,Bank $16 at $fd46,"}""dz"
$0b7dd8,4,ascii,Bank $16 at $fdd8,"}""dz"
$0b7e02,4,ascii,Bank $16 at $fe02,*6)@
$0b7e14,4,ascii,Bank $16 at $fe14,*6) 
$0b7e1b,4,ascii,Bank $16 at $fe1b,"L%~"""
$0b7e50,4,ascii,Bank $16 at $fe50,"LZ~"""
$0b7e57,6,ascii,Bank $16 at $fe57,"LH~""6T"
$0b7e76,4,dq3_jp,Bank $16 at $fe76,[CTRL][$d3][$cc][$a9]
$0b7f21,4,ascii,Bank $16 at $ff21,"~k"">"
$0b7f90,4,dq3_jp,Bank $16 at $ff90,[CTRL][$d8][$cc][$a2]
$0b7fef,3,dq3_jp,Bank $16 at $ffef,[CTRL][$d7][$cc]
$0b805d,4,dq3_jp,Bank $17 at $805d,[CTRL][$80][$ad]O
$0b8091,3,dq3_jp,Bank $17 at $8091,[CTRL][$ad]O
$0b80ae,3,dq3_jp,Bank $17 at $80ae,[CTRL][$cb][$b0]
$0b80bd,3,dq3_jp,Bank $17 at $80bd,[CTRL][$ad]O
$0b8120,3,dq3_jp,Bank $17 at $8120,[CTRL][$ad]O
$0b8141,3,dq3_jp,Bank $17 at $8141,[CTRL][$ad]O
$0b816d,4,dq3_jp,Bank $17 at $816d,[CTRL][$90][$cc][$b0]
$0b81a5,3,dq3_jp,Bank $17 at $81a5,[CTRL][$ad]O
$0b81e6,6,dq3_jp,Bank $17 at $81e6,[CTRL][$d3][$cc]L[$ef][CTRL]
$0b821c,3,dq3_jp,Bank $17 at $821c,[CTRL][$ad]O
$0b8270,3,dq3_jp,Bank $17 at $8270,[CTRL][$ad]O
$0b82a3,3,dq3_jp,Bank $17 at $82a3,[CTRL][$ad]O
$0b82ec,3,dq3_jp,Bank $17 at $82ec,[CTRL][$ad]O
$0b8331,3,dq3_jp,Bank $17 at $8331,[CTRL][$ad]O
$0b8376,3,dq3_jp,Bank $17 at $8376,[CTRL][$ad]O
$0b8390,3,dq3_jp,Bank $17 at $8390,[CTRL][$ad]O
$0b83fd,3,dq3_jp,Bank $17 at $83fd,[CTRL][$ad]O
$0b8432,4,ascii,Bank $17 at $8432,"O5""1"
$0b848e,3,dq3_jp,Bank $17 at $848e,[CTRL][$cb]L
$0b84b3,5,dq3_jp,Bank $17 at $84b3,[CTRL]L[$e2][CTRL][$ad]
