Offset,Length,Encoding,Context,Text
$299bf3,3,dq3_jp,Bank $53 at $9bf3,[CTRL][$aa]G
$299c17,4,ascii,Bank $53 at $9c17,U=@I
$299c37,3,dq3_jp,Bank $53 at $9c37,[CTRL][$9d]B
$299c39,4,ascii,Bank $53 at $9c39,B0AP
$299c51,4,dq3_jp,Bank $53 at $9c51,[CTRL][$b6][$8d]N
$299c87,5,dq3_jp,Bank $53 at $9c87,[CTRL][$b2][$d3][$de][$c1]
$299c95,3,dq3_jp,Bank $53 at $9c95,[CTRL][$e0][$c3]
$299d16,4,ascii,Bank $53 at $9d16,a7Fb
$299d1a,4,dq3_jp,Bank $53 at $9d1a,[CTRL]f[CTRL][$e4]
$299d23,5,dq3_jp,Bank $53 at $9d23,[CTRL][$8e][$97][$c2]E
$299d46,19,dq3_jp,Bank $53 at $9d46,[CTRL]Z[$d7][$8a][$85][$f0][$c1]J[CTRL][$87]H[$92][$cd]L[$e1][$9a][$bc][$e5]V
$299dc6,5,ascii,Bank $53 at $9dc6,&K?;D
$299dd1,6,ascii,Bank $53 at $9dd1,"W""?.!+"
$299e05,6,dq3_jp,Bank $53 at $9e05,[CTRL][$d5][$c0][$d0][$c1][$90]
$299fd4,4,ascii,Bank $53 at $9fd4,D+@V
$299fda,4,ascii,Bank $53 at $9fda,*C.A
$299fe5,4,ascii,Bank $53 at $9fe5,DCHA
$29a0d9,4,ascii,Bank $53 at $a0d9,D+@V
$29a0e0,7,ascii,Bank $53 at $a0e0,1D*C.A`
$29a0e8,4,dq3_jp,Bank $53 at $a0e8,[CTRL]E@a
$29a0f1,6,ascii,Bank $53 at $a0f1,NADCHA
$29a163,4,ascii,Bank $53 at $a163,@A@A
$29a16f,4,ascii,Bank $53 at $a16f,8AXC
$29a173,5,dq3_jp,Bank $53 at $a173,[CTRL][$bd][$d0]LC
$29a1b3,3,dq3_jp,Bank $53 at $a1b3,[CTRL][$bc]E
$29a1bc,6,ascii,Bank $53 at $a1bc,TA8AfA
$29a231,7,dq3_jp,Bank $53 at $a231,[CTRL]l[$c5][$b6][$c9][$86]y
$29a281,5,ascii,Bank $53 at $a281,EZU@T
$29a2ed,3,dq3_jp,Bank $53 at $a2ed,[CTRL][$a4][$c1]
$29a2f7,6,dq3_jp,Bank $53 at $a2f7,[CTRL][$f4][$8a][$89][$b2]K
$29a31a,3,dq3_jp,Bank $53 at $a31a,[CTRL]|[$8d]
$29a33d,4,ascii,Bank $53 at $a33d,rK`S
$29a353,6,dq3_jp,Bank $53 at $a353,[CTRL]G[$a0]G[$9a]A
$29a35f,4,dq3_jp,Bank $53 at $a35f,[CTRL][$fa][CTRL][$b8]
$29a389,5,dq3_jp,Bank $53 at $a389,[CTRL][$c5][$94]Y[$86]
$29a3b2,4,ascii,Bank $53 at $a3b2,B.~M
$29a3eb,5,ascii,Bank $53 at $a3eb,"A?g""<"
$29a419,7,ascii,Bank $53 at $a419,=sL<E0A
$29a421,4,ascii,Bank $53 at $a421,ITMC
$29a42e,4,ascii,Bank $53 at $a42e,L<An
$29a438,5,ascii,Bank $53 at $a438,Jo?B0
$29a456,4,ascii,Bank $53 at $a456,S(>A
$29a484,4,ascii,Bank $53 at $a484,tXGZ
$29a489,4,ascii,Bank $53 at $a489,v;DU
$29a494,5,ascii,Bank $53 at $a494,pA>AY
$29a4e3,4,ascii,Bank $53 at $a4e3,BI@C
$29a4f2,7,ascii,Bank $53 at $a4f2,"lA,YRK@"
$29a50d,4,ascii,Bank $53 at $a50d,Vk@h
$29a559,4,dq3_jp,Bank $53 at $a559,[CTRL]f[$a1]w
$29a56b,9,dq3_jp,Bank $53 at $a56b,[CTRL][$da]G[$d4][CTRL][$c0][$91][$d2][CTRL]
$29a59e,6,ascii,Bank $53 at $a59e,lCq+@_
$29a62b,5,ascii,Bank $53 at $a62b,&Mr8A
$29a681,9,dq3_jp,Bank $53 at $a681,[CTRL]o[$b7][$c0][$ba]t[$91]Z[$b9]
$29a68f,5,dq3_item,Bank $53 at $a68f,[$92]nBU
$29a785,4,ascii,Bank $53 at $a785,ALa2
$29a78c,10,dq3_jp,Bank $53 at $a78c,[CTRL][$bd][$c3]pA[$9c]G[CTRL][$bd][$c1]
$29a7ae,5,dq3_jp,Bank $53 at $a7ae,[CTRL][$e0][$bd][$cd][$c8]
$29a873,9,dq3_jp,Bank $53 at $a873,[CTRL]x[CTRL][CTRL][$8e][CTRL][$c8][$c1]u
$29a88c,3,dq3_jp,Bank $53 at $a88c,[CTRL][$c2][CTRL]
$29a89b,3,dq3_jp,Bank $53 at $a89b,[CTRL]p[$cb]
$29a8a4,13,dq3_jp,Bank $53 at $a8a4,[CTRL][$b2][$c1][$dc]GpA[$d6]C[$cc][$c6]U[$96]
$29a8b3,8,dq3_jp,Bank $53 at $a8b3,[CTRL][$d6][$87][$d0][$8d]D[$c7][$8c]
$29a8d5,5,dq3_jp,Bank $53 at $a8d5,[CTRL]rC[$c8][$c5]
$29a8ea,4,dq3_jp,Bank $53 at $a8ea,[CTRL][$80][$f8][$85]
$29a8f3,3,dq3_jp,Bank $53 at $a8f3,[CTRL][$9e][$85]
$29a8fb,3,dq3_jp,Bank $53 at $a8fb,[CTRL]}@
$29a94b,4,dq3_jp,Bank $53 at $a94b,[CTRL]z[CTRL]w
$29a9b3,5,ascii,Bank $53 at $a9b3,<pEpA
$29a9c2,3,dq3_jp,Bank $53 at $a9c2,[CTRL][$f6]I
$29aa05,6,dq3_jp,Bank $53 at $aa05,[CTRL][$ce][$cf][$e0][$c8][$c7]
$29aa5b,4,dq3_jp,Bank $53 at $aa5b,[CTRL][$92]A[$bf]
$29aa60,5,ascii,Bank $53 at $aa60,"@t'P,"
$29aa76,4,dq3_jp,Bank $53 at $aa76,[CTRL][$fc]A[$f6]
$29aa89,4,dq3_jp,Bank $53 at $aa89,[CTRL]T[$85]|
$29aa90,3,dq3_jp,Bank $53 at $aa90,[CTRL][$de]E
$29aab9,5,ascii,Bank $53 at $aab9,d<A<C
$29aac2,7,dq3_jp,Bank $53 at $aac2,[CTRL]D[$c1]bG[$e6]A
$29aada,4,ascii,Bank $53 at $aada,CJM@
$29ab15,9,dq3_jp,Bank $53 at $ab15,[CTRL]i[$85][$9e][CTRL]hQpp
$29ab1a,4,ascii,Bank $53 at $ab1a,hQpp
$29ab2a,4,ascii,Bank $53 at $ab2a,\P?r
$29abd7,5,dq3_item,Bank $53 at $abd7,[$85]Do[
$29ac43,4,dq3_jp,Bank $53 at $ac43,[CTRL]p[$ce][$c1]
$29ac80,3,dq3_jp,Bank $53 at $ac80,[CTRL][$86][$87]
$29ace1,8,dq3_jp,Bank $53 at $ace1,[CTRL][$89][$f2][CTRL][$be]C[$d6][$c9]
$29acee,3,dq3_jp,Bank $53 at $acee,[CTRL]E[CTRL]
$29ad1f,5,dq3_jp,Bank $53 at $ad1f,[CTRL]oG[$c2][$94]
$29ad3c,7,dq3_jp,Bank $53 at $ad3c,[CTRL]x[$85][$b4]E[$e4]C
$29ad78,6,dq3_jp,Bank $53 at $ad78,[CTRL]AD[$cb][$ee][$89]
$29adb9,4,dq3_jp,Bank $53 at $adb9,[CTRL]P[CTRL][$c1]
$29adbf,3,dq3_jp,Bank $53 at $adbf,[CTRL][$be][$8f]
$29adf1,7,ascii,Bank $53 at $adf1,>Rc@Uc@
$29adfa,3,dq3_jp,Bank $53 at $adfa,[CTRL][$c9][$c8]
$29aecb,4,ascii,Bank $53 at $aecb,E|AA
$29aedf,4,ascii,Bank $53 at $aedf,C'Q@
$29af14,4,dq3_jp,Bank $53 at $af14,[CTRL]I[$f5][$8e]
$29af95,4,dq3_jp,Bank $53 at $af95,[CTRL][$ee]EQ
$29b0cc,9,dq3_jp,Bank $53 at $b0cc,[CTRL][$f9][$c8]|[$b6][$cb]V[CTRL]M
$29b0dd,4,dq3_jp,Bank $53 at $b0dd,[CTRL][$b4]G[$ea]
$29b0e9,3,dq3_jp,Bank $53 at $b0e9,[CTRL]Q[$8f]
$29b0f3,3,dq3_jp,Bank $53 at $b0f3,[CTRL][$f8]K
$29b0fe,3,dq3_jp,Bank $53 at $b0fe,[CTRL]{[$92]
$29b102,3,dq3_jp,Bank $53 at $b102,[CTRL][$fc]A
$29b10a,3,dq3_jp,Bank $53 at $b10a,[CTRL][$bb][$dd]
$29b163,6,dq3_jp,Bank $53 at $b163,[CTRL]z[$89][$fc]G[$e5]
$29b1cb,4,dq3_jp,Bank $53 at $b1cb,[CTRL][$da][$c9][$b2]
$29b215,11,dq3_jp,Bank $53 at $b215,[CTRL][$c2][$8b][$94][$ea][$f3][CTRL][$93][$f3][CTRL][$d2]
$29b248,4,dq3_jp,Bank $53 at $b248,[CTRL]L[$f3][CTRL]
$29b258,8,dq3_jp,Bank $53 at $b258,[CTRL][$b9][$8d]D[$ba][$99][$ce][$e0]
$29b267,7,dq3_jp,Bank $53 at $b267,[CTRL]]I[$80]yI[$80]
$29b283,5,dq3_jp,Bank $53 at $b283,[CTRL]lE[$ba][$89]
$29b2a8,5,ascii,Bank $53 at $b2a8,CAGLs
$29b2ef,3,dq3_jp,Bank $53 at $b2ef,[CTRL][[$bf]
$29b308,4,dq3_jp,Bank $53 at $b308,[CTRL]~C_
$29b309,4,ascii,Bank $53 at $b309,~C_=
$29b323,3,dq3_jp,Bank $53 at $b323,[CTRL]P[CTRL]
$29b353,6,dq3_jp,Bank $53 at $b353,[CTRL]cI[$80]V[$c7]
$29b35c,5,dq3_jp,Bank $53 at $b35c,[CTRL]p[$a6]I[$c8]
$29b383,5,ascii,Bank $53 at $b383,PEPI>
$29b3ac,4,dq3_jp,Bank $53 at $b3ac,[CTRL][$e2]i[$80]
$29b3b4,3,dq3_jp,Bank $53 at $b3b4,[CTRL][$f0][$91]
$29b3e8,5,dq3_jp,Bank $53 at $b3e8,[CTRL][$f6][CTRL]h[CTRL]
$29b420,3,dq3_jp,Bank $53 at $b420,[CTRL]h[$87]
$29b4b4,9,ascii,Bank $53 at $b4b4,@+BrIpKpC
$29b4c7,4,ascii,Bank $53 at $b4c7,jCrI
$29b4fa,3,dq3_jp,Bank $53 at $b4fa,[CTRL]Q[$8a]
$29b4fe,3,dq3_jp,Bank $53 at $b4fe,[CTRL][$af][$9b]
$29b537,6,dq3_jp,Bank $53 at $b537,[CTRL][$dc]O[CTRL][$97]j
$29b5a4,3,dq3_jp,Bank $53 at $b5a4,[CTRL][$fc][$fb]
$29b5b3,4,ascii,Bank $53 at $b5b3,0CJp
$29b61a,3,dq3_jp,Bank $53 at $b61a,[CTRL]nC
$29b634,4,ascii,Bank $53 at $b634,vA~U
$29b673,4,dq3_jp,Bank $53 at $b673,[CTRL][$9a][$c3][$9a]
$29b6a5,8,dq3_jp,Bank $53 at $b6a5,[CTRL]YB[$dd][$f7][$c4]~[CTRL]
$29b6be,3,dq3_jp,Bank $53 at $b6be,[CTRL]@[$85]
$29b6ce,7,dq3_jp,Bank $53 at $b6ce,[CTRL][$f8][$c5][$e4]A[$c4][$9d]
$29b727,3,dq3_jp,Bank $53 at $b727,[CTRL][$e2][$c9]
$29b738,4,dq3_jp,Bank $53 at $b738,[CTRL]D[$d5][$88]
$29b789,6,ascii,Bank $53 at $b789,".!""aH_"
$29b819,4,ascii,Bank $53 at $b819,}.q@
$29b85b,5,ascii,Bank $53 at $b85b,$AJxE
$29b89d,7,dq3_jp,Bank $53 at $b89d,[CTRL]u[$99][$bd][$c2][$d3][$e9]
$29b8b4,4,dq3_jp,Bank $53 at $b8b4,[CTRL]x[$99][$b2]
$29b8be,6,dq3_jp,Bank $53 at $b8be,[CTRL][$e9][$a7]D[$ac][$89]
$29b8d7,5,dq3_jp,Bank $53 at $b8d7,[CTRL]q[$d9]@q
$29b8f1,4,dq3_jp,Bank $53 at $b8f1,[CTRL]V[$c7][$f0]
$29b901,4,dq3_jp,Bank $53 at $b901,[CTRL][$e8][CTRL][$b2]
$29b90f,4,dq3_jp,Bank $53 at $b90f,[CTRL]Z[$87]d
$29b918,7,dq3_jp,Bank $53 at $b918,[CTRL][$d8][$c9]\[CTRL][$f2][$86]
$29b955,3,dq3_jp,Bank $53 at $b955,[CTRL]X[$c5]
$29b96f,4,ascii,Bank $53 at $b96f,5FFA
$29b98a,4,ascii,Bank $53 at $b98a,A&E|
$29b9ab,6,dq3_jp,Bank $53 at $b9ab,[CTRL]t[$85][$e4][$c3][$aa]
$29ba3c,4,ascii,Bank $53 at $ba3c,BQB&
$29ba71,7,dq3_jp,Bank $53 at $ba71,[CTRL]J[$e8]g[$86][$8c][$87]
$29ba82,3,dq3_jp,Bank $53 at $ba82,[CTRL][$a6][$87]
$29baa4,3,dq3_jp,Bank $53 at $baa4,[CTRL][$e1]G
$29baaf,4,dq3_jp,Bank $53 at $baaf,[CTRL]V[$c7][$a3]
$29bb20,8,dq3_jp,Bank $53 at $bb20,[CTRL][$c6][$9d][CTRL][$c4]p[$9d][CTRL]
$29bb32,5,dq3_jp,Bank $53 at $bb32,[CTRL][$e0][$de]A[$fc]
$29bb52,3,dq3_jp,Bank $53 at $bb52,[CTRL][CTRL][$ed]
$29bb63,7,dq3_jp,Bank $53 at $bb63,[CTRL][CTRL][CTRL]F[$cd][$c6][CTRL]
$29bb8b,3,dq3_jp,Bank $53 at $bb8b,[CTRL][$d4][$c1]
$29bc56,7,dq3_jp,Bank $53 at $bc56,[CTRL][$f0]C[$8b][$9b]D[$8b]
$29bc71,3,dq3_jp,Bank $53 at $bc71,[CTRL][$ce][CTRL]
$29bcad,4,dq3_jp,Bank $53 at $bcad,[CTRL]P^[CTRL]
$29bd1d,11,dq3_jp,Bank $53 at $bd1d,[CTRL][$a4][$c3][$d8][$c9]V[$fb]DY[$80][$f5]
$29bd30,3,dq3_jp,Bank $53 at $bd30,[CTRL][$d4][$c1]
$29bd91,4,dq3_jp,Bank $53 at $bd91,[CTRL][CTRL][CTRL][$c6]
$29bd9b,4,dq3_jp,Bank $53 at $bd9b,[CTRL][$cc]C[$f6]
$29bdac,7,dq3_jp,Bank $53 at $bdac,[CTRL][$be][$a1]r[CTRL][$85][CTRL]
$29bdfc,7,dq3_jp,Bank $53 at $bdfc,[CTRL]fC[$c0][CTRL][$b8][CTRL]
$29be07,4,dq3_jp,Bank $53 at $be07,[CTRL]N[$cf][$c0]
$29be2b,4,ascii,Bank $53 at $be2b,D}`U
$29be47,5,dq3_jp,Bank $53 at $be47,[CTRL]R[$a5][$86]@
$29be68,3,dq3_jp,Bank $53 at $be68,[CTRL][$c2][$c3]
$29be72,7,dq3_jp,Bank $53 at $be72,[CTRL]^[$95][$e0]`OJ
$29be7b,6,dq3_jp,Bank $53 at $be7b,[CTRL][$90]E[$90]CY
$29be7e,4,dq3_item,Bank $53 at $be7e,[$90]CY
$29be89,3,dq3_jp,Bank $53 at $be89,[CTRL][$a2]E
$29beb1,4,dq3_jp,Bank $53 at $beb1,[CTRL]f[CTRL][$96]
$29bedc,3,dq3_jp,Bank $53 at $bedc,[CTRL]zg
$29beeb,4,dq3_jp,Bank $53 at $beeb,[CTRL][$a4][CTRL][$f2]
$29bf15,8,dq3_jp,Bank $53 at $bf15,[CTRL]~[$9d]|[CTRL]^[$a4][CTRL]
$29bf35,4,dq3_jp,Bank $53 at $bf35,[CTRL][$c2][$90]A
$29bf4d,5,dq3_jp,Bank $53 at $bf4d,[CTRL][$be]\[CTRL]C
$29bf57,11,dq3_jp,Bank $53 at $bf57,[CTRL][$96][$d0][$ad][$cc]p[CTRL]V[$d7][$e6][CTRL]
$29bfb2,4,dq3_jp,Bank $53 at $bfb2,[CTRL][$a8]t[CTRL]
$29bfb9,4,dq3_item,Bank $53 at $bfb9,[$8d]JI
$29c001,6,dq3_jp,Bank $53 at $c001,[CTRL][$dc][$c3]p[$dc][$c3]
$29c008,4,ascii,Bank $53 at $c008,AZIR
$29c01d,6,dq3_jp,Bank $53 at $c01d,[CTRL][CTRL]D_D[$b2]
$29c030,9,dq3_jp,Bank $53 at $c030,[CTRL][$c8]G[$be][$d5]|AR[CTRL]
$29c04b,3,dq3_jp,Bank $53 at $c04b,[CTRL]h[$c1]
$29c05e,3,dq3_jp,Bank $53 at $c05e,[CTRL][$9a][$89]
$29c12e,4,ascii,Bank $53 at $c12e,A#(:
$29c2e4,4,dq3_menu,Bank $53 at $c2e4,[$b6][$c5][$bc]
$29c61b,3,dq3_jp,Bank $53 at $c61b,[CTRL][$f0][$db]
$29c6cf,3,dq3_jp,Bank $53 at $c6cf,[CTRL]uL
$29c6d8,4,ascii,Bank $53 at $c6d8,Q^w@
$29c713,4,dq3_jp,Bank $53 at $c713,[CTRL]}i@
$29c71b,3,dq3_jp,Bank $53 at $c71b,[CTRL]}[$80]
$29c71f,6,dq3_jp,Bank $53 at $c71f,[CTRL][CTRL][CTRL][CTRL][$8f]@
$29c9be,4,dq3_jp,Bank $53 at $c9be,[CTRL]B~{
$29ce2b,5,ascii,Bank $53 at $ce2b,T9?{4
$29d054,4,ascii,Bank $53 at $d054,"pO@"""
$29d05c,6,ascii,Bank $53 at $d05c,C\E$M>
$29d0a2,3,dq3_jp,Bank $53 at $d0a2,[CTRL]n[$cf]
$29d0b8,4,dq3_jp,Bank $53 at $d0b8,[CTRL][$80]}[$b5]
$29d0cb,6,dq3_jp,Bank $53 at $d0cb,[CTRL][$fc][$ca][$bd][$d2]^
$29d0f4,4,ascii,Bank $53 at $d0f4,$e$e
$29d132,3,dq3_jp,Bank $53 at $d132,[CTRL][$be][$b4]
$29d191,4,ascii,Bank $53 at $d191,s/@O
$29d1a9,3,dq3_jp,Bank $53 at $d1a9,[CTRL][$d6][$8f]
$29d1bd,5,dq3_jp,Bank $53 at $d1bd,[CTRL]f[CTRL][CTRL][$c5]
$29d20a,3,dq3_jp,Bank $53 at $d20a,[CTRL][$bc][$87]
$29d20f,4,ascii,Bank $53 at $d20f,"'wB,"
$29d279,4,dq3_jp,Bank $53 at $d279,[CTRL][$ce][$89][CTRL]
$29d3b6,18,dq3_jp,Bank $53 at $d3b6,[CTRL][$c2][CTRL][$b4][CTRL]t[$c3]a[$80][$b9][$c0]x[$c3]B[$c1]L[$c5][$9c]
$29d3f7,4,dq3_jp,Bank $53 at $d3f7,[CTRL][$f8][$fc][$c1]
$29d425,3,dq3_jp,Bank $53 at $d425,[CTRL]X[$f3]
$29d43b,3,dq3_jp,Bank $53 at $d43b,[CTRL][$fa][$c1]
$29d44a,3,dq3_jp,Bank $53 at $d44a,[CTRL]{[$ab]
$29d461,9,dq3_jp,Bank $53 at $d461,[CTRL][$f4][$c3]p[$fc][$c5][$ba][$c1][$ca]
$29d4a4,17,dq3_jp,Bank $53 at $d4a4,[CTRL]|A[CTRL][CTRL]E`[$e1][$c4][$88][$cf][$9e][$c5][$d4][CTRL][$ae]K
$29d4ba,10,dq3_jp,Bank $53 at $d4ba,[CTRL]H@[$c5][$cc][$c3][$c8][$85][$f2][$85]
$29d4d8,3,dq3_jp,Bank $53 at $d4d8,[CTRL]b[CTRL]
$29d4de,6,dq3_jp,Bank $53 at $d4de,[CTRL][$c2][$ae]C[$8d]c
$29d4f2,4,dq3_jp,Bank $53 at $d4f2,[CTRL][$a4][CTRL][$bf]
$29d52c,3,dq3_jp,Bank $53 at $d52c,[CTRL]X[$df]
$29d56e,5,dq3_jp,Bank $53 at $d56e,[CTRL][$86][$d6]A[$d9]
$29d58a,4,dq3_jp,Bank $53 at $d58a,[CTRL]z[$85][$8f]
$29d59a,11,dq3_jp,Bank $53 at $d59a,[CTRL][$fa][$85]R[$9a]A[$bb]K[CTRL][$8e][CTRL]
$29d5a7,4,dq3_jp,Bank $53 at $d5a7,[CTRL][$87][$cb][$c8]
$29d8ab,5,dq3_menu,Bank $53 at $d8ab,[$c0][$bc][$db][$c0]
$29d987,4,dq3_menu,Bank $53 at $d987,[$d9][$c0][$b0]
$29dad3,4,dq3_jp,Bank $53 at $dad3,[CTRL][$c0][$e3]`
$29dae2,3,dq3_jp,Bank $53 at $dae2,[CTRL][$c0][$f1]
$29db28,10,dq3_jp,Bank $53 at $db28,[CTRL][$af][CTRL]N[$b7][$ca]\[$cb][$f2]I
$29dbdf,3,dq3_jp,Bank $53 at $dbdf,[CTRL][$cc][$95]
$29dbeb,4,dq3_jp,Bank $53 at $dbeb,[CTRL]S[$86]U
$29dc7e,3,dq3_jp,Bank $53 at $dc7e,[CTRL]~[CTRL]
$29dc92,10,dq3_jp,Bank $53 at $dc92,[CTRL][$85][$9b][$e9][CTRL][$95][$e9][$80][$8c][$c3]
$29dca3,6,dq3_jp,Bank $53 at $dca3,[CTRL]B[$e9][$88][$b6]C
$29dd24,3,dq3_jp,Bank $53 at $dd24,[CTRL]LE
$29dd2b,7,dq3_jp,Bank $53 at $dd2b,[CTRL][$fa][$ae][$87][$93][$ed]F
$29dd47,4,dq3_jp,Bank $53 at $dd47,[CTRL][$e7]{[$c6]
$29dd56,4,ascii,Bank $53 at $dd56,BrAr
$29ddc3,5,dq3_jp,Bank $53 at $ddc3,[CTRL][$ea][CTRL][$ea][CTRL]
$29ddfd,5,ascii,Bank $53 at $ddfd,J_.#@
$29de04,4,ascii,Bank $53 at $de04,q)D_
$29de27,6,ascii,Bank $53 at $de27,CDC CO
$29de35,10,ascii,Bank $53 at $de35,GToF(C~K4A
$29de5e,6,ascii,Bank $53 at $de5e,ZoV+1B
$29de76,4,ascii,Bank $53 at $de76,Hr'R
$29de7c,7,dq3_jp,Bank $53 at $de7c,[CTRL][$e9][$d1][$bf][CTRL]z[$8f]
$29de95,5,ascii,Bank $53 at $de95,'@U#@
$29deab,8,dq3_jp,Bank $53 at $deab,[CTRL]W[$fc]A[$c0][$ae][$8d][$d8]
$29df08,4,ascii,Bank $53 at $df08,x3Bx
$29df0d,4,dq3_jp,Bank $53 at $df0d,[CTRL][$ae][$89]r
$29df13,4,ascii,Bank $53 at $df13,is3F
$29df26,6,dq3_jp,Bank $53 at $df26,[CTRL][$ae][$89][$96][CTRL]W
$29df55,3,dq3_jp,Bank $53 at $df55,[CTRL][$a1][$b0]
$29df7f,4,ascii,Bank $53 at $df7f,`C A
$29df84,4,ascii,Bank $53 at $df84,I$af
$29df9d,5,dq3_jp,Bank $53 at $df9d,[CTRL][$86][$a5][$80][$8d]
$29dfa8,5,ascii,Bank $53 at $dfa8,HAx1@
$29dfc1,12,dq3_jp,Bank $53 at $dfc1,[CTRL]f[$c3][$d6][CTRL][$a8]C[$9c][CTRL][$87]F[$87]
$29dfd3,3,dq3_jp,Bank $53 at $dfd3,[CTRL][$86]P
$29dfe7,11,dq3_jp,Bank $53 at $dfe7,[CTRL]\_BV[CTRL]L[CTRL][CTRL]K[$88]
$29dfe8,4,ascii,Bank $53 at $dfe8,\_BV
$29dfff,3,dq3_jp,Bank $53 at $dfff,[CTRL][$e8][$8b]
$29e01a,13,dq3_jp,Bank $53 at $e01a,[CTRL][$8d]t[$c5][$e9][$8d]i@[$ca][$c3][$8c][$e1][CTRL]
$29e02a,4,ascii,Bank $53 at $e02a,Ji@|
$29e030,6,dq3_jp,Bank $53 at $e030,[CTRL][$a5][$c8][$ae][$d5][CTRL]
$29e037,7,dq3_jp,Bank $53 at $e037,[CTRL]J[$b4]E[$87][$a5][$c2]
$29e04a,5,dq3_jp,Bank $53 at $e04a,[CTRL][$b2][$8b][$b0][$d1]
$29e062,7,dq3_jp,Bank $53 at $e062,[CTRL]p[$b4][$89]b[$d1]X
$29e079,6,dq3_jp,Bank $53 at $e079,[CTRL]f[$8b][$b0][$cf][$a4]
$29e0bc,4,ascii,Bank $53 at $e0bc,=DdM
$29e0c4,3,dq3_jp,Bank $53 at $e0c4,[CTRL]zQ
$29e0d1,5,ascii,Bank $53 at $e0d1,B{QFv
$29e0eb,3,dq3_jp,Bank $53 at $e0eb,[CTRL][$90][$c5]
$29e0fb,4,dq3_jp,Bank $53 at $e0fb,[CTRL][$dc]C[CTRL]
$29e1ab,5,ascii,Bank $53 at $e1ab,AfA\z
$29e1c3,3,dq3_jp,Bank $53 at $e1c3,[CTRL]d[$c3]
$29e1cc,6,dq3_jp,Bank $53 at $e1cc,[CTRL]|[$c9][$f6]A[$d4]
$29e22b,10,dq3_jp,Bank $53 at $e22b,[CTRL][$c3][$f8]G[$90][CTRL][$c2]G[$86][$c3]
$29e253,8,dq3_jp,Bank $53 at $e253,[CTRL][$86][$87][$aa]E[$f6][$bd][$c3]
$29e57e,14,dq3_jp,Bank $53 at $e57e,[CTRL][$bd][$c3][$c9][$bb][CTRL]D[$be][CTRL][$ba][$c7][$96][$e9][$c6]
$29e59a,7,dq3_jp,Bank $53 at $e59a,[CTRL]|[CTRL][$bd][$c3][$f6]A
$29e5e1,4,ascii,Bank $53 at $e5e1,T-?^
$29e62e,8,ascii,Bank $53 at $e62e,"'@6Q A""G"
$29e638,4,ascii,Bank $53 at $e638,$A6Q
$29e63e,4,ascii,Bank $53 at $e63e,N$EX
$29e671,4,ascii,Bank $53 at $e671,)B\>
$29e682,4,ascii,Bank $53 at $e682,E&O=
$29e691,6,ascii,Bank $53 at $e691,(Cr%Pj
$29e69f,10,dq3_jp,Bank $53 at $e69f,[CTRL][$aa][$8b][$b4][CTRL][$a6][CTRL]vC}
$29e6a6,4,ascii,Bank $53 at $e6a6,vC}&
$29e6b5,7,dq3_jp,Bank $53 at $e6b5,[CTRL][$f6][$85]`[$cd][$ce]{
$29e794,3,dq3_jp,Bank $53 at $e794,[CTRL][$bd][$c3]
$29e79a,8,dq3_jp,Bank $53 at $e79a,[CTRL][$be][CTRL][$ba][$c7][$96][$e9][$c6]
$29e7a9,4,dq3_jp,Bank $53 at $e7a9,[CTRL][$ea][CTRL][$f5]
$29e7b0,3,dq3_jp,Bank $53 at $e7b0,[CTRL]|[CTRL]
$29e7f5,6,ascii,Bank $53 at $e7f5,"# A""Cx"
$29e838,5,dq3_jp,Bank $53 at $e838,[CTRL][$a6][CTRL]vC
$29e849,6,dq3_jp,Bank $53 at $e849,[CTRL][$f6][$85]`[$cd][$ce]
$29e92b,14,dq3_jp,Bank $53 at $e92b,[CTRL][$bd][$c3][$c9][$bb][CTRL]D[$be][CTRL][$ba][$c7][$96][$e9][$c6]
$29e947,7,dq3_jp,Bank $53 at $e947,[CTRL]|[CTRL][$bd][$c3][$f6]A
$29e98e,4,ascii,Bank $53 at $e98e,T-?^
$29e9db,8,ascii,Bank $53 at $e9db,"'@6Q A""G"
$29e9e5,4,ascii,Bank $53 at $e9e5,$A6Q
$29e9eb,4,ascii,Bank $53 at $e9eb,N$EX
$29ea1e,4,ascii,Bank $53 at $ea1e,)B\>
$29ea2f,4,ascii,Bank $53 at $ea2f,E&O=
$29ea3e,6,ascii,Bank $53 at $ea3e,(Cr%Pj
$29ea4c,10,dq3_jp,Bank $53 at $ea4c,[CTRL][$aa][$8b][$b4][CTRL][$a6][CTRL]vC}
$29ea53,4,ascii,Bank $53 at $ea53,vC}&
$29ea62,7,dq3_jp,Bank $53 at $ea62,[CTRL][$f6][$85]`[$cd][$ce]{
$29ed46,4,ascii,Bank $53 at $ed46,aF`E
$29efb1,7,ascii,Bank $53 at $efb1,S+HT!FX
$29efb9,7,ascii,Bank $53 at $efb9,YrCHZ!F
$29f0c5,5,ascii,Bank $53 at $f0c5,}T9$^
$29f190,4,ascii,Bank $53 at $f190,<5TG
$29f457,5,dq3_menu,Bank $53 at $f457,[$d8][$c3][$d6][$c7]
$29f843,7,dq3_jp,Bank $53 at $f843,[CTRL][$d5]F[$d8]G[$a6][$95]
$29f854,3,dq3_jp,Bank $53 at $f854,[CTRL][$be][$d7]
$29f934,6,ascii,Bank $53 at $f934,/F<C<G
$29f944,7,ascii,Bank $53 at $f944,/DhGJpG
